inchikey,activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,np_score,short_inchikey,wikidata_id
BAILAIZRWKFZJT-UHFFFAOYSA-N,,CHEMBL3587005,CNCCN(C)c1cncc(CCc2cc(C)cc(N)n2)c1,,CHEMBL3585280,J Med Chem,CHEMBL3586661,=,=,Ki,nM,2152.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2152.0,CNCCN(C)c1cncc(CCc2cc(C)cc(N)n2)c1,-0.6807351117982091,BAILAIZRWKFZJT,http://www.wikidata.org/entity/Q27460093
BARYAYMSAQADSH-UHFFFAOYSA-N,,CHEMBL1056374,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL564593,=,=,Inhibition,%,98.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,98.0,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,-0.3433062729224161,BARYAYMSAQADSH,no_wikidata_match
BATAYPXSEOMBHC-BQBZGAKWSA-N,,CHEMBL852582,NCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(=O)O,Outside typical range,CHEMBL1133106,J Med Chem,CHEMBL420637,=,=,Ratio,nM,43.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,43.0,NCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(=O)O,0.6156726660521227,BATAYPXSEOMBHC,no_wikidata_match
BATVOUKHGLKDGQ-UHFFFAOYSA-N,,CHEMBL1018150,CC1CCN=C(N)S1,,CHEMBL1139311,Bioorg Med Chem Lett,CHEMBL106322,=,=,Inhibition,%,92.5,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,92.5,CC1CCN=C(N)S1,-0.007924376502175,BATVOUKHGLKDGQ,http://www.wikidata.org/entity/Q27163440
BBCSPGPZRDCBCF-UHFFFAOYSA-N,,CHEMBL960400,CCOC(=O)C1CC(C(=O)c2cc(Cl)ccc2N)=NN1,,CHEMBL1140983,Eur J Med Chem,CHEMBL453185,=,=,Inhibition,%,19.1,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,19.1,CCOC(=O)C1CC(C(=O)c2cc(Cl)ccc2N)=NN1,-0.6792764439486099,BBCSPGPZRDCBCF,no_wikidata_match
BECPFSXWMOLYET-MKSBGGEFSA-N,,CHEMBL1285558,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@@H](NCCCc2ccccc2)C1,,CHEMBL1275378,J Med Chem,CHEMBL1276965,=,=,Ki,nM,3980.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,3.98,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@@H](NCCCc2ccccc2)C1,-0.528722404016826,BECPFSXWMOLYET,no_wikidata_match
BECPFSXWMOLYET-VKLKMBQZSA-N,,CHEMBL1285558,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@H](NCCCc2ccccc2)C1,,CHEMBL1275378,J Med Chem,CHEMBL1276876,=,=,Ki,nM,47940.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,47.94,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@H](NCCCc2ccccc2)C1,-0.528722404016826,BECPFSXWMOLYET,no_wikidata_match
BEJNERDRQOWKJM-UHFFFAOYSA-N,,CHEMBL1664436,O=c1cc(CO)occ1O,,CHEMBL1649420,J Med Chem,CHEMBL287556,=,=,Inhibition,%,-4.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,-4.0,O=c1cc(CO)occ1O,1.5060357253976695,BEJNERDRQOWKJM,http://www.wikidata.org/entity/Q416285
BERGFKRGXBHFND-ZETCQYMHSA-N,,CHEMBL702445,CCOC(=O)[C@@H]1CCSCC/C(N)=N\1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL89309,=,=,Inhibition,%,55.7,CHEMBL4481,"Nitric oxide synthase, inducible",Inhibition,%,55.7,CCOC(=O)[C@@H]1CCSCC/C(N)=N\1,-0.4171045789912143,BERGFKRGXBHFND,no_wikidata_match
BETYXZSFUFTOLC-GXSJLCMTSA-N,,CHEMBL1285558,NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,,CHEMBL1275378,J Med Chem,CHEMBL510760,=,=,Ki,nM,388.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,0.388,NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,-0.206040623022347,BETYXZSFUFTOLC,http://www.wikidata.org/entity/Q27461702
BFASSLCZFJPKRD-UHFFFAOYSA-N,,CHEMBL701146,CC1N=C(N)c2ccccc2N1,,CHEMBL1136724,J Med Chem,CHEMBL355856,=,=,IC50,nM,9800.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,9.8,CC1N=C(N)c2ccccc2N1,-0.0929933324829083,BFASSLCZFJPKRD,no_wikidata_match
BFRRSPPCKUKUNO-UHFFFAOYSA-N,,CHEMBL847958,CCCC1CC(C)=CC(N)=N1,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL75496,=,=,Ratio,nM,9.7,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Ratio,uM,9.7,CCCC1CC(C)=CC(N)=N1,0.9713887085581274,BFRRSPPCKUKUNO,no_wikidata_match
BFSHJUMYVDDDRE-OPRDCNLKSA-N,,CHEMBL831308,C[C@@H]1CC(N)=N[C@@H]2CCCCC[C@H]12,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL190655,=,=,Selectivity,nM,1.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,nM,1.5,C[C@@H]1CC(N)=N[C@@H]2CCCCC[C@H]12,0.6670539213956999,BFSHJUMYVDDDRE,no_wikidata_match
BGQWILAWEWZMTG-BBRMVZONSA-N,,CHEMBL2433625,Cc1cc(N)nc(COC[C@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430150,=,=,Ki,nM,2262.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2262.0,Cc1cc(N)nc(COC[C@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,-0.2058624311091227,BGQWILAWEWZMTG,http://www.wikidata.org/entity/Q27464661
BGQWILAWEWZMTG-CZUORRHYSA-N,,CHEMBL2433625,Cc1cc(N)nc(COC[C@@H](N)[C@@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430149,=,=,Ki,nM,1857.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,1857.0,Cc1cc(N)nc(COC[C@@H](N)[C@@H](C)OCc2cc(C)cc(N)n2)c1,-0.2058624311091227,BGQWILAWEWZMTG,no_wikidata_match
BGQWILAWEWZMTG-XJKSGUPXSA-N,,CHEMBL2433625,Cc1cc(N)nc(COC[C@@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430151,=,=,Ki,nM,10996.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,10996.0,Cc1cc(N)nc(COC[C@@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,-0.2058624311091227,BGQWILAWEWZMTG,no_wikidata_match
BHPPONCQQUIFAK-UHFFFAOYSA-N,,CHEMBL964272,CC(C)=Cc1cc(C)cc(N)n1,,CHEMBL1153433,J Med Chem,CHEMBL464556,=,=,IC50,nM,685.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,685.0,CC(C)=Cc1cc(C)cc(N)n1,0.2712178366662,BHPPONCQQUIFAK,no_wikidata_match
BIAYVIUVFRKNKQ-VIFPVBQESA-N,,CHEMBL840781,N/C(=N/CCC[C@H](N)CNc1cccnc1)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL154451,=,=,Selectivity,,256.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,256.0,N/C(=N/CCC[C@H](N)CNc1cccnc1)N[N+](=O)[O-],-0.3229212725718249,BIAYVIUVFRKNKQ,no_wikidata_match
BIFBTDYKRCRVRC-VHSXEESVSA-N,,CHEMBL851343,Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL83569,=,=,Ratio,nM,24.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,24.0,Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,-0.0360350318862466,BIFBTDYKRCRVRC,no_wikidata_match
BITPNFOYLVZGLL-UHFFFAOYSA-N,,CHEMBL702710,CC(=N)Nc1ccccc1CC(N)C(=O)O,,CHEMBL1130474,Bioorg Med Chem Lett,CHEMBL52280,=,=,Ki,nM,1900.0,CHEMBL4481,"Nitric oxide synthase, inducible",Ki,uM,1.9,CC(=N)Nc1ccccc1CC(N)C(=O)O,0.0925572330045812,BITPNFOYLVZGLL,no_wikidata_match
BIWSZTWZJHYWGX-UHFFFAOYSA-N,,CHEMBL832387,CCC1CN=C(N)C1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL184798,=,=,Ratio,uM,0.65,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,0.65,CCC1CN=C(N)C1C,0.9399143932024,BIWSZTWZJHYWGX,no_wikidata_match
BJFMNSRYUNDINA-UHFFFAOYSA-N,,CHEMBL832169,CCC1CSCCC(N)=N1,,CHEMBL1138708,Bioorg Med Chem Lett,CHEMBL185833,=,=,Selectivity,nM,3.7,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Selectivity,uM,3.7,CCC1CSCCC(N)=N1,-0.05176157877254,BJFMNSRYUNDINA,no_wikidata_match
BJMIKZWUVZZRBG-UHFFFAOYSA-N,,CHEMBL750480,NC(=NCCCC(=O)O)NO,,CHEMBL1134763,J Med Chem,CHEMBL107834,<,<,Initial rates,,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",Initial rates,,0.5,NC(=NCCCC(=O)O)NO,0.6766085868322457,BJMIKZWUVZZRBG,no_wikidata_match
BJTCDQQHCOHHOO-UHFFFAOYSA-N,,CHEMBL832395,NC1=NC2CCCC2C1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL361419,>,>,IC50,nM,50000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,50.0,NC1=NC2CCCC2C1,0.3600181673048112,BJTCDQQHCOHHOO,no_wikidata_match
BKGWACHYAMTLAF-BYPYZUCNSA-N,,CHEMBL696856,N/C(S)=N/CCC[C@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL93247,=,=,Inhibition,%,87.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,87.0,N/C(S)=N/CCC[C@H](N)C(=O)O,0.9941330184827168,BKGWACHYAMTLAF,http://www.wikidata.org/entity/Q27094813
BKGWACHYAMTLAF-SCSAIBSYSA-N,,CHEMBL696856,N/C(S)=N/CCC[C@@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL168461,<,<,Inhibition,%,1.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,1.0,N/C(S)=N/CCC[C@@H](N)C(=O)O,0.9941330184827168,BKGWACHYAMTLAF,no_wikidata_match
BLRLNVDCKOMIHM-UHFFFAOYSA-N,,CHEMBL1046061,Fc1c(F)c(F)c(-c2n[nH]c3c(F)c(F)c(F)c(F)c23)c(F)c1F,Outside typical range,CHEMBL1152545,Bioorg Med Chem,CHEMBL595197,=,=,Inhibition,%,80.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,80.0,Fc1c(F)c(F)c(-c2n[nH]c3c(F)c(F)c(F)c(F)c23)c(F)c1F,-0.4906302491970375,BLRLNVDCKOMIHM,no_wikidata_match
BMJQFQXQDACGLQ-UHFFFAOYSA-N,,CHEMBL2415111,S=C1NC(c2cccc(Oc3ccccc3)c2)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414851,=,=,Inhibition,%,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.0,S=C1NC(c2cccc(Oc3ccccc3)c2)N2CCCCN12,-0.8232039081101824,BMJQFQXQDACGLQ,no_wikidata_match
BMKAUZJIFLDPIG-UHFFFAOYSA-N,,CHEMBL4052047,CNCc1cc(Br)cc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,,CHEMBL4049447,J Med Chem,CHEMBL4088321,=,=,Ki,nM,15200.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,15.2,CNCc1cc(Br)cc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,-0.4780389257631638,BMKAUZJIFLDPIG,no_wikidata_match
BMMQHMBKVRPTTF-UHFFFAOYSA-N,,CHEMBL700506,CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCCC3)CC1,,CHEMBL1149107,J Med Chem,CHEMBL416071,=,=,IC50,nM,1280.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,1280.0,CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCCC3)CC1,-0.6329064915246446,BMMQHMBKVRPTTF,no_wikidata_match
BNNZGZKJTQTHNK-UHFFFAOYSA-N,,CHEMBL754799,CN(O)C(=N)NCCCC(N)C(=O)O,,CHEMBL1126597,J Med Chem,CHEMBL144104,=,=,kinact,min-1,0.1,CHEMBL3464,"Nitric oxide synthase, inducible",kinact,min-1,0.1,CN(O)C(=N)NCCCC(N)C(=O)O,0.756956948543343,BNNZGZKJTQTHNK,no_wikidata_match
BOAUWUUBSXECNL-UHFFFAOYSA-N,,CHEMBL1227496,NC1=NC(CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,,CHEMBL1221218,Nat Chem Biol,CHEMBL1221608,=,=,Ratio IC50,nM,2.7,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,2.7,NC1=NC(CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,-0.6847586469359953,BOAUWUUBSXECNL,no_wikidata_match
BOKKJSLANHYHCM-OMSYNNOCSA-N,,CHEMBL2343148,CCOC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(=O)[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,,CHEMBL2331431,J Nat Prod,CHEMBL2331730,=,=,IC50,nM,6200.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,6.2,CCOC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(=O)[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,2.528022864562327,BOKKJSLANHYHCM,http://www.wikidata.org/entity/Q115971269
BPNDMTSGBREEKR-ZHACJKMWSA-N,,CHEMBL4355264,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,,CHEMBL4354797,J Med Chem,CHEMBL4472342,=,=,IC50,nM,1120.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,1.12,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,-0.4504172296344645,BPNDMTSGBREEKR,no_wikidata_match
BPSGVKFIQZZFNH-UHFFFAOYSA-N,,CHEMBL1664436,Cc1nc(O)cc(O)n1,,CHEMBL1649420,J Med Chem,CHEMBL1650612,=,=,Inhibition,%,1.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,1.0,Cc1nc(O)cc(O)n1,-0.8185463200627666,BPSGVKFIQZZFNH,http://www.wikidata.org/entity/Q72466796
BPWCPNGTHAAMLW-UHFFFAOYSA-N,,CHEMBL1786326,N=C(N)C1C=CCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783093,=,=,IC50,nM,180.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.18,N=C(N)C1C=CCN1,1.1508656737246628,BPWCPNGTHAAMLW,no_wikidata_match
BPXXGVHBSNYQOH-UHFFFAOYSA-N,,CHEMBL2401460,Nc1ccccc1C1=NN(C(=O)c2ccccc2)CC1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL362090,=,=,Inhibition,%,8.7,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,8.7,Nc1ccccc1C1=NN(C(=O)c2ccccc2)CC1,-0.75954150885006,BPXXGVHBSNYQOH,no_wikidata_match
BRARRAHGNDUELT-UHFFFAOYSA-N,,CHEMBL1664436,O=C(O)c1ncccc1O,,CHEMBL1649420,J Med Chem,CHEMBL1234326,=,=,Inhibition,%,46.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,46.0,O=C(O)c1ncccc1O,-0.410142140095,BRARRAHGNDUELT,http://www.wikidata.org/entity/Q10859486
BRBUBVKGJRPRRD-UHFFFAOYSA-N,,CHEMBL848735,Cc1cc(C)nc(N)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL59925,=,=,Selectivity,nM,0.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,0.4,Cc1cc(C)nc(N)c1,-0.5306017089877333,BRBUBVKGJRPRRD,http://www.wikidata.org/entity/Q72436375
BRDPNLKTJYXCLI-VWSDQGQDSA-N,,CHEMBL3047051,N#Cc1ccc(N2C(=O)[C@@H]3C4C=CC(CC4)[C@@H]3C2=O)cc1,,CHEMBL3045031,Med Chem Res,CHEMBL2237476,=,=,Inhibition,%,68.4,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,68.4,N#Cc1ccc(N2C(=O)[C@@H]3C4C=CC(CC4)[C@@H]3C2=O)cc1,-0.8423748138474094,BRDPNLKTJYXCLI,no_wikidata_match
BRINXWNTHLFLSM-UHFFFAOYSA-N,,CHEMBL3395014,CNc1cc(C)cc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)n1,,CHEMBL3392991,J Med Chem,CHEMBL3394386,=,=,Ki,nM,14410.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,14410.0,CNc1cc(C)cc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)n1,-0.6068193209480551,BRINXWNTHLFLSM,http://www.wikidata.org/entity/Q27461569
BRRGPWRKDIBWQE-GOSISDBHSA-N,,CHEMBL1918240,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC1CCCCC1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915173,=,=,Survival,%,83.8,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,83.8,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC1CCCCC1,-0.6223749436165615,BRRGPWRKDIBWQE,no_wikidata_match
BRRGPWRKDIBWQE-SFHVURJKSA-N,,CHEMBL1918240,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC1CCCCC1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915169,=,=,Survival,%,79.0,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,79.0,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC1CCCCC1,-0.6223749436165615,BRRGPWRKDIBWQE,no_wikidata_match
BUDMJYOFRMUMSR-SFYZADRCSA-N,,CHEMBL702887,CCCCC[C@@H]1N=C(N)O[C@@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL107404,=,=,IC50,nM,230.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.23,CCCCC[C@@H]1N=C(N)O[C@@H]1C,1.0899584604460502,BUDMJYOFRMUMSR,no_wikidata_match
BUDMJYOFRMUMSR-YUMQZZPRSA-N,,CHEMBL702887,CCCCC[C@@H]1N=C(N)O[C@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL320547,=,=,IC50,nM,500.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.5,CCCCC[C@@H]1N=C(N)O[C@H]1C,1.0899584604460502,BUDMJYOFRMUMSR,no_wikidata_match
BUNSPYOKJSNMMW-UHFFFAOYSA-N,,CHEMBL1056358,CC1=CC2=NCC(C(=O)c3ccc(O)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL558636,=,=,Activity,%,30.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,30.0,CC1=CC2=NCC(C(=O)c3ccc(O)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,0.120311832643004,BUNSPYOKJSNMMW,no_wikidata_match
BUWHTWAGPYSQFK-UHFFFAOYSA-N,,CHEMBL840777,Br.Br.CC(=N)Nc1ccc(CN(C)C)cc1,,CHEMBL1131040,J Med Chem,CHEMBL554201,=,=,Selectivity,nM,36.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,36.0,Br.Br.CC(=N)Nc1ccc(CN(C)C)cc1,-0.9351642375141812,BUWHTWAGPYSQFK,no_wikidata_match
BVWOQWKQOXPDAZ-UHFFFAOYSA-N,,CHEMBL847958,CC1=CC(N)=NCC1(C)C,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL308310,=,=,Ratio,nM,5.0,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Ratio,uM,5.0,CC1=CC(N)=NCC1(C)C,0.8678567151554398,BVWOQWKQOXPDAZ,no_wikidata_match
BWAWASHDNNAWOY-UHFFFAOYSA-N,,CHEMBL2401460,COc1cc(N)c(C2=NN(C(=O)c3ccccc3)CC2)cc1OC,,CHEMBL2396629,Bioorg Med Chem,CHEMBL2397621,=,=,Inhibition,%,28.9,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,28.9,COc1cc(N)c(C2=NN(C(=O)c3ccccc3)CC2)cc1OC,-0.5024384091748791,BWAWASHDNNAWOY,no_wikidata_match
BWBBVEBIAZILKQ-UHFFFAOYSA-N,,CHEMBL701147,NC1=NC(CC[N+](=O)[O-])COCC1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL314727,=,=,IC50,nM,979.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.979,NC1=NC(CC[N+](=O)[O-])COCC1,0.1863279950275538,BWBBVEBIAZILKQ,no_wikidata_match
BWGVYBXEGKLGDG-UHFFFAOYSA-N,,CHEMBL847293,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,,CHEMBL1131100,J Med Chem,CHEMBL545059,=,=,Ratio,nM,11.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,11.0,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,0.2085024105712875,BWGVYBXEGKLGDG,no_wikidata_match
BWNBLBZETHTYKX-UHFFFAOYSA-N,,CHEMBL840777,Br.Br.CC(=N)Nc1ccc(CNO)cc1,,CHEMBL1131040,J Med Chem,CHEMBL538021,=,=,Selectivity,nM,3.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,3.0,Br.Br.CC(=N)Nc1ccc(CNO)cc1,-0.32010554370666,BWNBLBZETHTYKX,no_wikidata_match
BWQACEWRCNYGMK-UHFFFAOYSA-N,,CHEMBL1955555,CC(=O)N1N=C(c2ccccc2N)SC1(C)C,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951513,=,=,Inhibition,%,22.85,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,22.85,CC(=O)N1N=C(c2ccccc2N)SC1(C)C,-0.4414194168686469,BWQACEWRCNYGMK,no_wikidata_match
BXHUVAFJQCSRIE-UHFFFAOYSA-N,,CHEMBL3738626,CN(C)CCc1cccc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,Outside typical range,CHEMBL3734753,J Med Chem,CHEMBL3736428,=,=,Ki,nM,150000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,150.0,CN(C)CCc1cccc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,-0.5339667459785805,BXHUVAFJQCSRIE,no_wikidata_match
BXQXCGJXAWOXHN-INIZCTEOSA-N,,CHEMBL2433625,Cc1cc(N)nc(COC[C@H](CCN)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430146,=,=,Ki,nM,53222.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,53222.0,Cc1cc(N)nc(COC[C@H](CCN)OCc2cc(C)cc(N)n2)c1,-0.0539773775209027,BXQXCGJXAWOXHN,no_wikidata_match
BXQXCGJXAWOXHN-MRXNPFEDSA-N,,CHEMBL2433625,Cc1cc(N)nc(COC[C@@H](CCN)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430147,=,=,Ki,nM,31410.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,31410.0,Cc1cc(N)nc(COC[C@@H](CCN)OCc2cc(C)cc(N)n2)c1,-0.0539773775209027,BXQXCGJXAWOXHN,no_wikidata_match
BYIVPCSPJJTWJA-SFYZADRCSA-N,,CHEMBL903950,N=C(NCCC[C@H](N)C(=O)N[C@@H]1CCNC1)N[N+](=O)[O-],,CHEMBL1142908,Bioorg Med Chem,CHEMBL226390,=,=,Ki,nM,55000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,55.0,N=C(NCCC[C@H](N)C(=O)N[C@@H]1CCNC1)N[N+](=O)[O-],-0.01394005534467,BYIVPCSPJJTWJA,no_wikidata_match
BYIVPCSPJJTWJA-YUMQZZPRSA-N,,CHEMBL903950,N=C(NCCC[C@H](N)C(=O)N[C@H]1CCNC1)N[N+](=O)[O-],,CHEMBL1142908,Bioorg Med Chem,CHEMBL226445,=,=,Ki,nM,57000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,57.0,N=C(NCCC[C@H](N)C(=O)N[C@H]1CCNC1)N[N+](=O)[O-],-0.01394005534467,BYIVPCSPJJTWJA,no_wikidata_match
BYRNCZBYTWGXGK-UHFFFAOYSA-N,,CHEMBL848735,Nc1nccc2c1CCCC2,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL59350,=,=,Selectivity,nM,0.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,0.8,Nc1nccc2c1CCCC2,0.3023430147660273,BYRNCZBYTWGXGK,http://www.wikidata.org/entity/Q82469419
BZENTSGGWFZIDS-UHFFFAOYSA-N,,CHEMBL701150,CCCC1CCCCC/C(N)=N\1,,CHEMBL1148283,J Med Chem,CHEMBL113438,=,=,IC50,nM,26.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.026,CCCC1CCCCC/C(N)=N\1,0.5791959820652582,BZENTSGGWFZIDS,no_wikidata_match
